date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrol,month,year,anomaly
2025-03-23,Meghalaya,East Khasi Hills,793015,11,11,115,137,3,2025,-1
2025-03-23,Uttar Pradesh,Bahraich,271865,11,72,13,96,3,2025,-1
2025-03-23,Bihar,Sitamarhi,843324,34,41,10,85,3,2025,-1
2025-03-26,Meghalaya,West Jaintia Hills,793150,168,26,17,211,3,2025,-1
2025-03-27,Gujarat,Dohad,389180,16,18,27,61,3,2025,-1
2025-03-27,Madhya Pradesh,Bhind,477116,17,15,11,43,3,2025,-1
2025-03-27,Uttar Pradesh,Kanpur Nagar,208001,18,56,11,85,3,2025,-1
2025-03-27,Gujarat,Banas Kantha,385330,19,17,26,62,3,2025,-1
2025-03-27,Uttar Pradesh,Agra,283201,21,15,10,46,3,2025,-1
2025-03-27,Gujarat,Patan,384265,23,12,12,47,3,2025,-1
2025-03-27,Gujarat,Morbi,363641,36,12,23,71,3,2025,-1
2025-03-27,Chhattisgarh,Raipur,492001,49,15,36,100,3,2025,-1
2025-03-27,Uttar Pradesh,Maharajganj,273164,11,56,22,89,3,2025,-1
2025-03-27,Uttar Pradesh,Gorakhpur,273001,13,36,11,60,3,2025,-1
2025-03-27,Uttar Pradesh,Agra,282006,19,31,16,66,3,2025,-1
2025-03-27,Uttar Pradesh,Bulandshahr,203205,19,32,10,61,3,2025,-1
2025-03-27,Uttar Pradesh,Mathura,281204,24,21,26,71,3,2025,-1
2025-03-27,Bihar,Pashchim Champaran,845307,25,88,13,126,3,2025,-1
2025-03-27,Gujarat,Banas Kantha,385001,25,21,22,68,3,2025,-1
2025-03-27,Bihar,Sitamarhi,843324,41,58,21,120,3,2025,-1
2025-03-27,Chhattisgarh,Bijapur,494444,43,15,42,100,3,2025,-1
2025-03-27,Jharkhand,Deoghar,815353,12,25,18,55,3,2025,-1
2025-03-27,Bihar,Madhubani,847108,13,61,12,86,3,2025,-1
2025-03-27,Bihar,Sitamarhi,843330,16,22,45,83,3,2025,-1
2025-03-27,Gujarat,Dohad,389170,16,19,14,49,3,2025,-1
2025-03-27,Maharashtra,Aurangabad,431001,20,19,16,55,3,2025,-1
2025-03-27,Chhattisgarh,Bijapur,494447,23,16,21,60,3,2025,-1
2025-03-27,Bihar,Sitamarhi,843317,25,38,15,78,3,2025,-1
2025-03-27,Gujarat,Banas Kantha,385535,65,62,15,142,3,2025,-1
2025-03-27,Uttar Pradesh,Mathura,281201,15,19,16,50,3,2025,-1
2025-03-27,Uttar Pradesh,Jaunpur,222001,22,42,11,75,3,2025,-1
2025-03-27,Bihar,Muzaffarpur,842002,24,40,10,74,3,2025,-1
2025-03-27,Gujarat,Banas Kantha,385120,24,33,12,69,3,2025,-1
2025-03-27,Gujarat,Banas Kantha,385320,27,21,37,85,3,2025,-1
2025-03-27,Uttar Pradesh,Banda,210001,31,24,11,66,3,2025,-1
2025-03-27,Uttar Pradesh,Agra,282001,40,40,15,95,3,2025,-1
2025-03-27,Madhya Pradesh,Gwalior,475110,54,26,14,94,3,2025,-1
2025-03-27,Gujarat,Kachchh,370001,33,13,10,56,3,2025,-1
2025-03-27,Uttar Pradesh,Aligarh,202001,60,83,13,156,3,2025,-1
2025-03-28,Meghalaya,East Khasi Hills,793121,22,20,12,54,3,2025,-1
2025-03-28,Meghalaya,West Khasi Hills,793119,21,38,78,137,3,2025,-1
2025-03-29,Meghalaya,Ri Bhoi,793105,30,11,26,67,3,2025,-1
2025-04-01,Assam,Darrang,784116,119,67,64,250,4,2025,-1
2025-04-01,Assam,Kamrup,781102,126,55,13,194,4,2025,-1
2025-04-01,Punjab,Ludhiana,141007,374,110,25,509,4,2025,-1
2025-04-01,Madhya Pradesh,Ashok Nagar,473335,125,29,22,176,4,2025,-1
2025-04-01,Uttar Pradesh,Maharajganj,273305,141,176,13,330,4,2025,-1
2025-04-01,West Bengal,Darjeeling,734010,81,49,17,147,4,2025,-1
2025-04-01,Assam,North Cachar Hills,788831,19,45,13,77,4,2025,-1
2025-04-01,Meghalaya,East Khasi Hills,793112,29,83,18,130,4,2025,-1
2025-04-01,Jharkhand,Ranchi,834001,187,174,21,382,4,2025,-1
2025-04-01,Gujarat,Surat,394107,169,69,32,270,4,2025,-1
2025-04-01,Maharashtra,Nanded,431806,59,11,22,92,4,2025,-1
2025-04-01,Karnataka,Bengaluru,560036,204,34,29,267,4,2025,-1
2025-04-01,Madhya Pradesh,Ashok Nagar,473443,141,57,15,213,4,2025,-1
2025-04-01,Assam,Jorhat,785112,25,12,43,80,4,2025,-1
2025-04-01,Gujarat,Gir Somnath,362265,127,20,17,164,4,2025,-1
2025-04-01,Maharashtra,Thane,421004,100,30,11,141,4,2025,-1
2025-04-01,Madhya Pradesh,Bhind,477116,142,60,32,234,4,2025,-1
2025-04-01,Assam,Sonitpur,784507,25,19,11,55,4,2025,-1
2025-04-01,Uttar Pradesh,Banda,210001,250,177,30,457,4,2025,-1
2025-04-01,Karnataka,Bengaluru,560032,311,46,25,382,4,2025,-1
2025-04-01,Uttar Pradesh,Lucknow,226005,83,92,23,198,4,2025,-1
2025-04-01,Assam,Kamrup Metro,781025,33,71,21,125,4,2025,-1
2025-04-01,Assam,Goalpara,783120,34,43,38,115,4,2025,-1
2025-04-01,Bihar,Sitamarhi,843313,98,76,13,187,4,2025,-1
2025-04-01,Gujarat,Bhavnagar,364002,165,14,11,190,4,2025,-1
2025-04-01,Meghalaya,East Khasi Hills,793008,16,195,85,296,4,2025,-1
2025-04-01,Assam,Golaghat,785613,24,36,30,90,4,2025,-1
2025-04-01,Assam,Hojai,782435,205,60,29,294,4,2025,-1
2025-04-01,Bihar,Sitamarhi,843315,102,125,18,245,4,2025,-1
2025-04-01,Bihar,Muzaffarpur,844127,208,125,12,345,4,2025,-1
2025-04-01,Maharashtra,Nagpur,440034,192,13,20,225,4,2025,-1
2025-04-01,West Bengal,Cooch Behar,736135,243,127,20,390,4,2025,-1
2025-04-01,Gujarat,Patan,384240,62,12,20,94,4,2025,-1
2025-04-01,Maharashtra,Jalgaon,425001,360,53,10,423,4,2025,-1
2025-04-01,Gujarat,Vadodara,390022,93,20,19,132,4,2025,-1
2025-04-01,Maharashtra,Hingoli,431512,243,22,33,298,4,2025,-1
2025-04-01,Maharashtra,Ahmadnagar,413201,71,15,10,96,4,2025,-1
2025-04-01,Gujarat,Gandhinagar,382721,174,32,66,272,4,2025,-1
2025-04-01,Madhya Pradesh,Bhind,477001,391,92,27,510,4,2025,-1
2025-04-01,Meghalaya,East Khasi Hills,793108,57,188,56,301,4,2025,-1
2025-04-01,West Bengal,North 24 Parganas,700159,35,28,14,77,4,2025,-1
2025-04-01,Uttar Pradesh,Kanpur Nagar,208004,73,44,16,133,4,2025,-1
2025-04-01,Delhi,North West Delhi,110040,221,134,28,383,4,2025,-1
2025-04-01,Meghalaya,East Khasi Hills,793016,13,56,21,90,4,2025,-1
2025-04-01,Bihar,Munger,811213,191,278,22,491,4,2025,-1
2025-04-01,Assam,Nagaon,782120,123,75,10,208,4,2025,-1
2025-04-01,Karnataka,Bengaluru,560047,150,11,12,173,4,2025,-1
2025-04-01,Nagaland,Kohima,797001,134,228,23,385,4,2025,-1
2025-04-01,Meghalaya,East Khasi Hills,793015,190,706,242,1138,4,2025,-1
2025-04-01,Karnataka,Bengaluru,560077,218,38,41,297,4,2025,-1
2025-04-01,Assam,Udalguri,784507,29,53,150,232,4,2025,-1
2025-04-01,Rajasthan,Jalor,343049,54,27,14,95,4,2025,-1
2025-04-01,Uttar Pradesh,Bahraich,271824,68,58,11,137,4,2025,-1
2025-04-01,Assam,Baksa,781372,39,38,19,96,4,2025,-1
2025-04-01,Gujarat,Kheda,387001,112,18,26,156,4,2025,-1
2025-04-01,Gujarat,Vadodara,390001,93,22,16,131,4,2025,-1
2025-04-01,Assam,Nalbari,781334,29,23,24,76,4,2025,-1
2025-04-01,Punjab,Ludhiana,141012,52,22,10,84,4,2025,-1
2025-04-01,Gujarat,Kheda,387430,19,10,19,48,4,2025,-1
2025-04-01,Assam,Dibrugarh,786614,15,10,11,36,4,2025,-1
2025-04-01,Assam,Kokrajhar,783350,65,64,15,144,4,2025,-1
2025-04-01,Gujarat,Vadodara,390020,35,17,12,64,4,2025,-1
2025-04-01,Maharashtra,Palghar,401209,174,90,16,280,4,2025,-1
2025-04-01,Bihar,Bhagalpur,853204,349,238,10,597,4,2025,-1
2025-04-01,Gujarat,Surat,395004,464,167,38,669,4,2025,-1
2025-04-01,Rajasthan,Jodhpur,342301,210,101,12,323,4,2025,-1
2025-04-01,Delhi,Central Delhi,110003,80,41,12,133,4,2025,-1
2025-04-01,Bihar,Gaya,824231,85,200,16,301,4,2025,-1
2025-04-01,Meghalaya,East Khasi Hills,793121,301,972,290,1563,4,2025,-1
2025-04-01,Assam,Lakhimpur,787031,202,52,34,288,4,2025,-1
2025-04-01,Gujarat,Sabarkantha,383422,43,49,23,115,4,2025,-1
2025-04-01,Nagaland,Dimapur,797112,249,454,80,783,4,2025,-1
2025-04-01,Assam,Cachar,788005,65,44,17,126,4,2025,-1
2025-04-01,Uttar Pradesh,Banda,210121,208,163,13,384,4,2025,-1
2025-04-01,Assam,Lakhimpur,787055,123,58,20,201,4,2025,-1
2025-04-01,Gujarat,Banaskantha,385555,38,18,25,81,4,2025,-1
2025-04-01,Bihar,Patna,801505,60,212,10,282,4,2025,-1
2025-04-01,Uttar Pradesh,Kheri,261505,375,408,11,794,4,2025,-1
2025-04-01,Assam,Kamrup Metro,781011,14,27,26,67,4,2025,-1
2025-04-01,Karnataka,Bengaluru,560029,102,23,17,142,4,2025,-1
2025-04-01,Gujarat,Rajkot,360022,63,11,21,95,4,2025,-1
2025-04-01,Maharashtra,Thane,401107,292,182,10,484,4,2025,-1
2025-04-01,Bihar,Muzaffarpur,843103,388,182,12,582,4,2025,-1
2025-04-01,Gujarat,Rajkot,360370,140,21,13,174,4,2025,-1
2025-04-01,Maharashtra,Satara,415523,192,26,18,236,4,2025,-1
2025-04-01,Assam,Hojai,782442,116,34,15,165,4,2025,-1
2025-04-01,Madhya Pradesh,Betul,460001,193,20,10,223,4,2025,-1
2025-04-01,Assam,West Karbi Anglong,782486,44,219,21,284,4,2025,-1
2025-04-01,Assam,Chirang,783394,20,32,32,84,4,2025,-1
2025-04-01,Delhi,South Delhi,110017,151,35,12,198,4,2025,-1
2025-04-01,Gujarat,Banaskantha,385530,24,33,22,79,4,2025,-1
2025-04-01,Maharashtra,Raigad,410206,242,72,21,335,4,2025,-1
2025-04-01,Assam,Dibrugarh,786191,17,15,14,46,4,2025,-1
2025-04-01,Assam,Dibrugarh,786610,14,15,24,53,4,2025,-1
2025-04-01,West Bengal,Uttar Dinajpur,733134,484,109,27,620,4,2025,-1
2025-04-01,Madhya Pradesh,Guna,473101,110,32,11,153,4,2025,-1
2025-04-01,Bihar,Kaimur (Bhabua),821106,146,199,12,357,4,2025,-1
2025-04-01,Nagaland,Kohima,797005,51,80,12,143,4,2025,-1
2025-04-01,Karnataka,Bengaluru,560103,67,24,37,128,4,2025,-1
2025-04-01,Assam,Udalguri,784525,84,21,17,122,4,2025,-1
2025-04-01,Gujarat,Gir Somnath,362275,103,19,27,149,4,2025,-1
2025-04-01,Rajasthan,Dholpur,328022,222,95,10,327,4,2025,-1
2025-04-01,Manipur,Churachandpur,795128,130,476,26,632,4,2025,-1
2025-04-01,Bihar,West Champaran,845453,271,300,20,591,4,2025,-1
2025-04-01,Gujarat,Morbi,363641,298,64,40,402,4,2025,-1
2025-04-01,Maharashtra,Hingoli,431705,186,16,45,247,4,2025,-1
2025-04-01,Uttar Pradesh,Kanpur Nagar,208003,41,27,10,78,4,2025,-1
2025-04-01,Rajasthan,Jalor,343040,98,88,11,197,4,2025,-1
2025-04-01,Uttar Pradesh,Kanpur Nagar,208007,72,96,23,191,4,2025,-1
2025-04-01,Assam,Kamrup Metro,781009,19,33,20,72,4,2025,-1
2025-04-01,Assam,Hojai,782439,51,45,19,115,4,2025,-1
2025-04-01,Gujarat,Bharuch,393001,138,50,23,211,4,2025,-1
2025-04-01,Uttar Pradesh,Jaunpur,223104,111,133,10,254,4,2025,-1
2025-04-01,West Bengal,Jhargram,721517,40,10,12,62,4,2025,-1
2025-04-01,Madhya Pradesh,Khargone,451001,166,37,12,215,4,2025,-1
2025-04-01,Delhi,North West Delhi,110085,387,114,13,514,4,2025,-1
2025-04-01,Gujarat,Chhotaudepur,391152,31,11,12,54,4,2025,-1
2025-04-01,Gujarat,Vadodara,390009,67,15,11,93,4,2025,-1
2025-04-01,Karnataka,Bengaluru,560066,162,38,55,255,4,2025,-1
2025-04-01,Assam,Dhubri,783330,205,65,13,283,4,2025,-1
2025-04-01,Gujarat,Bhavnagar,364001,402,22,14,438,4,2025,-1
2025-04-01,Maharashtra,Mumbai Suburban,400058,82,13,10,105,4,2025,-1
2025-04-01,Assam,Hailakandi,788155,70,43,18,131,4,2025,-1
2025-04-01,Gujarat,Panchmahals,389341,63,17,15,95,4,2025,-1
2025-04-01,Assam,West Karbi Anglong,782485,39,94,13,146,4,2025,-1
2025-04-01,Assam,South Salmara Mankachar,783135,102,43,12,157,4,2025,-1
2025-04-01,Uttar Pradesh,Budaun,243601,480,267,13,760,4,2025,-1
2025-04-01,Jharkhand,Ranchi,834002,99,130,11,240,4,2025,-1
2025-04-01,Uttar Pradesh,Bahraich,271855,417,377,45,839,4,2025,-1
2025-04-01,Assam,Golaghat,785601,165,146,23,334,4,2025,-1
2025-04-01,Uttar Pradesh,Kanpur Dehat,209306,141,146,31,318,4,2025,-1
2025-04-01,Maharashtra,Nanded,431604,149,42,12,203,4,2025,-1
2025-04-01,Uttar Pradesh,Jaunpur,222001,373,360,28,761,4,2025,-1
2025-04-01,Gujarat,Surat,395003,138,33,18,189,4,2025,-1
2025-04-01,Bihar,Patna,800002,39,199,19,257,4,2025,-1
2025-04-01,West Bengal,Darjeeling,734014,82,34,16,132,4,2025,-1
2025-04-01,Gujarat,Porbandar,360575,205,28,24,257,4,2025,-1
2025-04-01,Meghalaya,West Garo Hills,794105,145,176,62,383,4,2025,-1
2025-04-01,Gujarat,Kachchh,370001,442,73,20,535,4,2025,-1
2025-04-01,Punjab,Kapurthala,144401,138,37,51,226,4,2025,-1
2025-04-01,Assam,Kamrup Metro,781034,11,41,15,67,4,2025,-1
2025-04-01,Gujarat,Morbi,363621,250,41,89,380,4,2025,-1
2025-04-01,Maharashtra,Thane,400607,84,22,22,128,4,2025,-1
2025-04-01,Assam,Marigaon,782411,186,171,22,379,4,2025,-1
2025-04-01,Meghalaya,South Garo Hills,794005,50,231,118,399,4,2025,-1
2025-04-01,Rajasthan,Nagaur,341025,118,54,10,182,4,2025,-1
2025-04-01,Assam,Bongaigaon,783380,74,29,27,130,4,2025,-1
2025-04-01,Karnataka,Bengaluru,560076,193,50,36,279,4,2025,-1
2025-04-01,Assam,Kamrup Metro,782402,45,21,15,81,4,2025,-1
2025-04-01,Assam,Chirang,783375,52,88,94,234,4,2025,-1
2025-04-01,Rajasthan,Sikar,332709,141,29,10,180,4,2025,-1
2025-04-01,Karnataka,Mysuru,570019,456,19,10,485,4,2025,-1
2025-04-01,Karnataka,Bengaluru,560049,183,25,15,223,4,2025,-1
2025-04-01,Gujarat,Mahesana,384001,120,15,25,160,4,2025,-1
2025-04-01,Rajasthan,Churu,331403,316,141,12,469,4,2025,-1
2025-04-01,Karnataka,Bengaluru,560061,194,23,16,233,4,2025,-1
2025-04-01,Madhya Pradesh,Guna,473001,523,88,20,631,4,2025,-1
2025-04-01,Assam,Golaghat,785611,52,56,14,122,4,2025,-1
2025-04-01,Assam,Kamrup,781380,86,17,14,117,4,2025,-1
2025-04-01,Rajasthan,Jalor,343001,189,63,11,263,4,2025,-1
2025-04-01,Assam,Nalbari,781337,15,11,23,49,4,2025,-1
2025-04-01,Telangana,Hyderabad,500059,160,22,10,192,4,2025,-1
2025-04-01,Tamil Nadu,Kancheepuram,600100,148,56,10,214,4,2025,-1
2025-04-01,Uttar Pradesh,Varanasi,221011,52,81,30,163,4,2025,-1
2025-04-01,Jharkhand,Lohardaga,835302,187,104,17,308,4,2025,-1
2025-04-01,Assam,Marigaon,782127,122,76,11,209,4,2025,-1
2025-04-01,Assam,Udalguri,784514,68,38,12,118,4,2025,-1
2025-04-01,Meghalaya,West Jaintia Hills,793150,382,792,375,1549,4,2025,-1
2025-04-01,Rajasthan,Jalor,343041,278,251,13,542,4,2025,-1
2025-04-01,Meghalaya,North Garo Hills,794110,19,119,44,182,4,2025,-1
2025-04-01,Madhya Pradesh,Chhatarpur,471313,185,75,10,270,4,2025,-1
2025-04-01,Gujarat,Gandhinagar,382305,113,12,14,139,4,2025,-1
2025-04-01,Assam,Cachar,788009,46,23,19,88,4,2025,-1
2025-04-01,Gujarat,Banaskantha,385320,91,59,94,244,4,2025,-1
2025-04-01,Gujarat,Banaskantha,385545,75,83,61,219,4,2025,-1
2025-04-01,West Bengal,Nadia,741502,204,33,11,248,4,2025,-1
2025-04-01,Assam,Cachar,788030,110,51,41,202,4,2025,-1
2025-04-01,Assam,Tinsukia,786174,34,50,20,104,4,2025,-1
2025-04-01,Bihar,Purnia,854304,517,276,21,814,4,2025,-1
2025-04-01,Uttar Pradesh,Saharanpur,247341,363,97,10,470,4,2025,-1
2025-04-01,Haryana,Gurgaon,122002,68,47,14,129,4,2025,-1
2025-04-01,Assam,Charaideo,785690,26,18,60,104,4,2025,-1
2025-04-01,Gujarat,Vadodara,390019,176,82,39,297,4,2025,-1
2025-04-01,Rajasthan,Jaipur,302012,781,198,21,1000,4,2025,-1
